"Construct","prior_alpha","prior_beta","PriorMean","PriorMode","prior_CredibleInterval_0.05","prior_CredibleInterval_0.95","posterior_alpha_Qual","posterior_beta_Qual","mode_posterior_Qual","mean_posterior_Qual","posterior_CredibleInterval_0.05_Qual","posterior_CredibleInterval_0.95_Qual","Total_N_Construct","Number_ofStudies_assessing_Construct","Pooled_LOGOdds_Ratio","LowerCI_LogOddsRatio","UpperCI_LogOddsRatio","N_PA_X","posterior_alpha","posterior_beta","acceptance_Metropolis_MCMC","mode_posterior","mean_posterior","posterior_CredibleInterval_0.05","posterior_CredibleInterval_0.95"
"Age",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,33.4251666666667,27.1915,0.55317315894228,0.551418751718449,0.446124562909724,0.654767086647529,30657,12,-0.410280838888763,-1.44179146602501,0.621229788247479,986.077375983186,1019.50254264985,29698.1141240168,3.99999200006995e-06,0.0331591110054175,0.0331895066506305,0.0315258433511077,0.0348877273834962
"Comorbidity",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,28.4251666666667,32.1915,0.467873187375604,0.468933186692329,0.364840792631509,0.574201281112488,243,2,-0.941084645035231,-1.6450202729625,-0.237149017107963,1.35251381992232,29.777680486589,273.838986180078,1.99999600003498e-06,0.0954114399732187,0.0980765674477323,0.0716263397144018,0.12753848896584
"SocialSupport",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,43.4251666666667,17.1915,0.723773102075633,0.71638988177069,0.617914414779364,0.806683330794054,333,1,0.76,0.257249704900957,1.26275029509904,15.9710430932058,59.3962097598725,334.220456906794,1.99999600003498e-06,0.149115741822035,0.150898614794104,0.122297688586435,0.181518110502114
"NegativeAttitute",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,9.42516666666667,11.1915,0.452560429722471,0.457162489894907,0.282943841197008,0.636223866608036,204,1,-0.51,-1.01275029509904,-0.00724970490095678,-2.21445281060114,7.21071385606553,217.405952810601,1.99999600003498e-06,0.0278986921736866,0.0321023099624495,0.0154358297005663,0.0534827048074152
"PositiveAttitute",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,9.42516666666667,8.1915,0.539498399146211,0.535014191106906,0.342070078829334,0.723307802048664,286,2,1.01853801750108,0.057140610393587,1.97993542460858,6.83528500614816,16.2604516728148,287.356214993852,1.99999600003498e-06,0.0505955186146262,0.0535558599313218,0.0341334999956103,0.0763182668882878
"6MWT",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,8.42516666666667,24.1915,0.242520413718018,0.258308635666837,0.142998326448666,0.390701613919209,855,7,1.77173021012617,1.33029718351127,2.21316323674108,-20.9361727321472,-12.5110060654805,900.127672732147,1.99999600003498e-06,-0.0152560431324469,-0.0140950553716663,NA,NA
"Functioning",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,8.42516666666667,24.1915,0.242520413718018,0.258308635666837,0.142998326448666,0.390701613919209,406,4,0.900889789732303,0.542260760931736,1.25951881853287,17.7736543764689,26.1988210431355,412.417845623531,1.99999600003498e-06,0.0577138322169765,0.0597305643723879,0.0423463139298956,0.0793962727549127
"Symptoms",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,12.4251666666667,20.1915,0.373168209036472,0.380945324476239,0.247264863677341,0.523056199912248,909,2,0.475,0.11240666286009,0.83759333713991,36.1560946300518,48.5812612967185,893.035405369948,1.99999600003498e-06,0.0506390137432483,0.0515934594368392,0.0403074555602447,0.0639619770961792
"LVEF",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,8.42516666666667,24.1915,0.242520413718018,0.258308635666837,0.142998326448666,0.390701613919209,1378,6,0.161631057207389,-0.479197732543117,0.802459846957896,-2.41961312203846,6.0055535446282,1404.61111312204,1.99999600003498e-06,0.00355352429307349,0.0042573958514325,0.00185787749935229,0.00744877988435966
"SelfEfficacy",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,46.4251666666667,14.1915,0.774953085015638,0.765881220786362,0.672303833164378,0.849411619296959,1548,11,0.835118614920262,0.255348021851709,1.41488920798881,-28.0774358007424,18.3477308659243,1590.26893580074,1.99999600003498e-06,0.0107976788899598,0.0114059062336734,0.00742388892813163,0.0160768530607905
