"Construct","prior_alpha","prior_beta","PriorMean","PriorMode","prior_CredibleInterval_0.05","prior_CredibleInterval_0.95","posterior_alpha_Qual","posterior_beta_Qual","mode_posterior_Qual","mean_posterior_Qual","posterior_CredibleInterval_0.05_Qual","posterior_CredibleInterval_0.95_Qual","Total_N_Construct","Number_ofStudies_assessing_Construct","Pooled_LOGOdds_Ratio","LowerCI_LogOddsRatio","UpperCI_LogOddsRatio","N_PA_X","posterior_alpha","posterior_beta","acceptance_Metropolis_MCMC","mode_posterior","mean_posterior","posterior_CredibleInterval_0.05","posterior_CredibleInterval_0.95"
"Age",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,33.4251666666667,27.1915,0.55317315894228,0.551418751718449,0.446124562909724,0.654767086647529,30657,12,-0.410280838888763,-1.44179146602501,0.621229788247479,676.399808861044,709.824975527711,30007.791691139,3.99999200006995e-06,0.0230770224547354,0.0231080745368497,0.0217159028276277,0.0245355491789516
"Comorbidity",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,28.4251666666667,32.1915,0.467873187375604,0.468933186692329,0.364840792631509,0.574201281112488,243,2,-0.941084645035231,-1.6450202729625,-0.237149017107963,6.42065587121034,34.845822537877,268.77084412879,1.99999600003498e-06,0.112214695931515,0.114769136096647,0.0862351099342401,0.146190550992056
"SocialSupport",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,43.4251666666667,17.1915,0.723773102075633,0.71638988177069,0.617914414779364,0.806683330794054,333,1,0.76,0.257249704900957,1.26275029509904,8.40758716287271,51.8327538295394,341.783912837127,1.99999600003498e-06,0.129802324967969,0.131683331065434,0.104783991997847,0.160712065413939
"NegativeAttitute",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,9.42516666666667,11.1915,0.452560429722471,0.457162489894907,0.282943841197008,0.636223866608036,204,1,-0.51,-1.01275029509904,-0.00724970490095678,-0.626956639777866,8.7982100268888,215.818456639778,3.99999200006995e-06,0.0350297672840704,0.03916988956098,0.0204961232205817,0.0624934173328978
"PositiveAttitute",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,9.42516666666667,8.1915,0.539498399146211,0.535014191106906,0.342070078829334,0.723307802048664,286,2,1.01853801750108,0.057140610393587,1.97993542460858,5.24369372052195,14.6688603871886,288.947806279478,1.99999600003498e-06,0.0453186507836281,0.0483137521672788,0.0299296926416609,0.0700757855329051
"6MWT",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,8.42516666666667,24.1915,0.242520413718018,0.258308635666837,0.142998326448666,0.390701613919209,855,7,1.77173021012617,1.33029718351127,2.21316323674108,24.4928658178081,32.9180324844748,854.698634182192,1.99999600003498e-06,0.0360404604902137,0.0370858656903034,0.0272838294607778,0.0480728385624759
"Functioning",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,8.42516666666667,24.1915,0.242520413718018,0.258308635666837,0.142998326448666,0.390701613919209,406,4,0.900889789732303,0.542260760931736,1.25951881853287,-7.59717892838948,0.827987738277191,437.78867892839,3.99999200006995e-06,-0.000393966320699643,0.00188772520791243,5.76127692999994e-05,0.00604282062654423
"Symptoms",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,12.4251666666667,20.1915,0.373168209036472,0.380945324476239,0.247264863677341,0.523056199912248,909,2,0.475,0.11240666286009,0.83759333713991,18.2921675814654,30.7173342481321,910.899332418535,1.99999600003498e-06,0.0316270829396372,0.0326219100994376,0.0237009857097875,0.0426704013226545
"LVEF",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,8.42516666666667,24.1915,0.242520413718018,0.258308635666837,0.142998326448666,0.390701613919209,1378,6,0.161631057207389,-0.479197732543117,0.802459846957896,-20.5014238194699,-12.0762571528032,1422.69292381947,1.99999600003498e-06,-0.00928304872591542,-0.00856097722235185,NA,NA
"SelfEfficacy",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,46.4251666666667,14.1915,0.774953085015638,0.765881220786362,0.672303833164378,0.849411619296959,1548,11,0.835118614920262,0.255348021851709,1.41488920798881,-10.944824914968,35.4803417516986,1573.13632491497,1.99999600003498e-06,0.0214614615091955,0.0220564305262484,0.0163911823624043,0.028396586241753
