"Construct","prior_alpha","prior_beta","PriorMean","PriorMode","prior_CredibleInterval_0.05","prior_CredibleInterval_0.95","posterior_alpha_Qual","posterior_beta_Qual","mode_posterior_Qual","mean_posterior_Qual","posterior_CredibleInterval_0.05_Qual","posterior_CredibleInterval_0.95_Qual","Total_N_Construct","Number_ofStudies_assessing_Construct","Pooled_LOGOdds_Ratio","LowerCI_LogOddsRatio","UpperCI_LogOddsRatio","N_PA_X","posterior_alpha","posterior_beta","acceptance_Metropolis_MCMC","mode_posterior","mean_posterior","posterior_CredibleInterval_0.05","posterior_CredibleInterval_0.95"
"Age",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,33.4251666666667,27.1915,0.55317315894228,0.551418751718449,0.446124562909724,0.654767086647529,30657,12,-0.410280838888763,-1.44179146602501,0.621229788247479,965.861362587495,999.286529254162,29718.3301374125,1.99999600003498e-06,0.032500943741023,0.0325313822389919,0.0308839302839856,0.034213440310399
"Comorbidity",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,28.4251666666667,32.1915,0.467873187375604,0.468933186692329,0.364840792631509,0.574201281112488,243,2,-0.941084645035231,-1.6450202729625,-0.237149017107963,-11.6195326571573,16.8056340095093,286.811032657157,1.99999600003498e-06,0.0524030524711588,0.0553514871038349,0.0355872040088091,0.0784427620111394
"SocialSupport",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,43.4251666666667,17.1915,0.723773102075633,0.71638988177069,0.617914414779364,0.806683330794054,333,1,0.76,0.257249704900957,1.26275029509904,-5.30272740417152,38.1224392624951,355.494227404172,1.99999600003498e-06,0.0947927971975022,0.0968516897044379,0.0735780898750693,0.122455181117642
"NegativeAttitute",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,9.42516666666667,11.1915,0.452560429722471,0.457162489894907,0.282943841197008,0.636223866608036,204,1,-0.51,-1.01275029509904,-0.00724970490095678,-0.940039376525297,8.48512729014137,216.131539376525,1.99999600003498e-06,0.0336233912861033,0.0377760360175471,0.0194810041523083,0.0607337183969976
"PositiveAttitute",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,9.42516666666667,8.1915,0.539498399146211,0.535014191106906,0.342070078829334,0.723307802048664,286,2,1.01853801750108,0.057140610393587,1.97993542460858,11.3549478945435,20.7801145612101,282.836552105457,1.99999600003498e-06,0.0655803101990721,0.0684419428924964,0.0463640139029203,0.093751000138396
"6MWT",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,8.42516666666667,24.1915,0.242520413718018,0.258308635666837,0.142998326448666,0.390701613919209,855,7,1.77173021012617,1.33029718351127,2.21316323674108,-3.63172445241511,4.79344221425155,882.823224452415,1.99999600003498e-06,0.00428339072313253,0.00540035174446727,0.00207964910027167,0.00997359186543023
"Functioning",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,8.42516666666667,24.1915,0.242520413718018,0.258308635666837,0.142998326448666,0.390701613919209,406,4,0.900889789732303,0.542260760931736,1.25951881853287,-2.49567003820641,5.92949662846025,432.687170038206,1.99999600003498e-06,0.011290216349491,0.0135186304558884,0.0058809560980581,0.0236577861660545
"Symptoms",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,12.4251666666667,20.1915,0.373168209036472,0.380945324476239,0.247264863677341,0.523056199912248,909,2,0.475,0.11240666286009,0.83759333713991,4.30980711696211,16.7349737836288,924.881692883038,1.99999600003498e-06,0.0167461629213638,0.0177725972532653,0.0113219240729488,0.0253848804000076
"LVEF",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,8.42516666666667,24.1915,0.242520413718018,0.258308635666837,0.142998326448666,0.390701613919209,1378,6,0.161631057207389,-0.479197732543117,0.802459846957896,4.85768630300727,13.2828529696739,1397.33381369699,1.99999600003498e-06,0.00871979812558937,0.00941634483949616,0.00561858889190968,0.0140020399767287
"SelfEfficacy",5.42516666666667,7.1915,1.01010100996121,0.426188778020046,0.215403417111585,0.657704609575143,46.4251666666667,14.1915,0.774953085015638,0.765881220786362,0.672303833164378,0.849411619296959,1548,11,0.835118614920262,0.255348021851709,1.41488920798881,-0.865616313562244,45.5595503531044,1563.05711631356,1.99999600003498e-06,0.0277350230939372,0.0283221921649685,0.0218700313091686,0.0354406422353641
